0	8874	935	926	1400	3455	11013	590	8898	677	1807	3767	7171	5654	5246	7592	3946	8309	8477	4950	5539	7042	2805	10345	9691	2583	5991	3690	7247	1426	2453	6002	10596	9217	9270	8491	395	3886	718	8807	672	4758	5333	4117	928	8769	4179	9340	3848	3735	5286	2711	5196	8953	8347	1271	10222	3588	1831	4070	764	564	7005	9967	473	3626	4154	9059	1922	1325	9465	3955	9532	1067	10682	2761	6826	2668	461	10248	4195	5937	5367	2398	6062	10739	3201	11002	1607	865	9793	6947	1193	1943	1728	2531	8149	7720	2724	7773	2481
1	5618	8393	5515	9532	7231	10804	5294	8180	1114	5453	9978	1491	7135	3338	8723	1273	7516	8051	3439	1663	3257	1002	9326	997	3391	6169	9061	9017	2169	9750	1895	37	7040	2955	111	10558	5752	6038	7099	4448	6082	5859	9294	8213	9857	10424	11026	1748	6125	2401	4295	5947	8402	3047	10715	2664	7156	6144	2613	6301	5394	7138	2510	3946	9929	4466	2087	9298	80	1667	4827	2361	2602	10536	2718	9219	48	6684	136	7324	3703	10176	6426	9423	3641	3404	10638	10183	2957	10516	1826	10370	8146	10412	9152	10718	92	1840	6730	1052
2	3007	9650	4285	461	669	8422	1532	5189	1935	6303	1454	9145	3029	6314	132	3294	1710	7474	8897	8483	8445	5698	3034	8713	9975	2885	3493	4974	8315	897	5488	10279	9559	10151	3824	7697	9485	908	6246	7719	6648	10083	781	3241	9738	9982	10152	6559	7532	3842	1516	3359	5380	9172	3455	7519	661	5202	10999	5731	1843	7037	2402	6149	1471	7715	1372	3080	4902	6921	10502	41	2723	292	8022	10870	1667	9545	5154	1170	4926	7249	8007	9248	5054	8054	10218	7052	5933	9011	8391	9892	8012	4715	7905	6959	6072	7250	10905	5371
3	7445	9251	9454	1571	6483	9031	2280	7379	6431	9640	631	2289	6335	553	5960	8223	3453	8166	3530	5582	8986	5492	4901	10485	9698	2529	2443	9771	4707	2419	5144	736	739	3304	7005	10333	8389	10814	4538	4466	1665	6902	1226	1160	10858	9476	3540	2846	156	9414	7776	4798	7134	4684	11131	4437	8166	9539	1416	7031	2049	9009	4016	4192	2319	7054	8634	10157	3643	8705	2585	3503	6988	9145	5138	8752	1374	791	7441	2522	6008	1950	10905	7225	1862	3866	10429	3097	8022	2065	727	2778	6599	1823	9240	8737	10223	4585	10311	9287
4	2427	9280	6787	8123	7196	10292	8322	5146	7750	7065	7634	3810	9546	2940	3118	4743	6747	5085	3129	8517	3256	9616	6697	10306	1751	3648	5786	3977	6425	6595	5529	3450	5774	1845	3949	10764	4404	8252	7183	7072	2388	10018	7183	10951	1749	10412	9224	5332	105	8835	2856	845	6160	7363	6170	9072	231	3539	8009	7852	8237	8200	9104	3171	7731	7568	6018	5337	4712	4501	3047	2164	2397	5595	5404	3599	5123	1042	10867	4141	1792	10213	9733	6632	9720	9730	7016	384	8123	10870	9117	441	5866	4311	3204	6993	7905	7906	4223	9287
5	8084	5602	3262	8664	2892	3076	5912	2328	9886	7593	953	142	1363	1740	2394	6618	539	2108	1831	8796	5651	5053	6768	4290	6563	4030	7342	1686	10032	792	3709	6470	5149	10316	9969	7759	5207	8670	8058	381	8867	3767	10130	6414	10792	10309	5069	3115	8335	9510	8889	3389	681	1687	8222	4826	2347	1975	9061	5074	9466	5927	2654	6151	2823	4687	2514	5424	9352	6615	9990	6726	7105	8537	4275	9070	8449	8998	6778	1634	5854	5363	6637	4555	180	10210	6840	10347	5379	8472	9044	7206	9669	9823	7827	4484	1895	2235	1012	1530
6	8007	6583	5123	8128	8739	2490	4948	9276	3570	9106	2597	4454	6796	2648	1036	2175	6746	9031	8896	913	6895	2626	8457	6460	7022	5262	3453	6331	8811	7126	6389	1014	5531	5931	8667	9754	1846	8579	9089	445	7594	5963	4928	3936	10485	3810	3209	10270	7992	3752	1479	436	10140	7018	1523	5240	708	7884	7734	8227	5680	10300	8907	6239	9362	5834	515	9201	4423	10062	419	4543	9759	2485	4934	7415	7757	8081	8359	3404	4027	5834	1845	2045	3785	2525	4748	299	7244	119	1522	1436	399	8505	9661	2570	3254	1358	9976	7173
7	1995	126	2425	7424	1177	5103	11058	7972	6791	2733	9556	9769	2409	7150	10749	5303	5499	2511	6408	8900	4676	8159	4169	6473	1683	9248	6589	1875	3109	5092	4693	34	2550	6325	11009	2108	1754	8439	4206	8575	4078	6545	8030	6878	7493	3623	8726	6274	3867	10186	9670	8123	8630	9459	10720	5214	8307	5746	3721	5512	50	10980	2265	7803	5627	7192	6104	8374	3657	871	4937	5408	10167	1152	353	6865	9519	4683	9359	5297	2086	2748	9283	7781	10927	5860	8010	7225	10564	9447	7181	4050	275	2759	1752	1977	1628	8742	5035	9004
8	2110	6812	6550	5251	2783	3542	4990	135	5290	10170	7214	3608	9330	1040	2566	9648	3503	5280	10391	9761	4202	8524	1078	5481	1937	5541	3701	6142	1269	2866	10093	10352	6924	7964	7912	7335	8454	589	10242	11075	6495	6461	4050	3422	1624	7595	10280	9526	2909	4620	2995	5573	2482	2597	8298	5024	1063	10664	781	3486	3029	7136	2000	67	8836	3210	5303	3182	5859	3728	4225	6990	1880	6737	5696	8050	2508	2327	782	7464	1427	5452	6644	7110	10678	3912	8225	10167	2584	3215	7627	2818	6470	7316	7662	2967	8871	2535	8029	2449
9	9985	4176	5924	4108	7509	6791	3847	10035	6511	3010	9670	2041	6354	3575	4506	7967	928	5923	2426	7424	133	7438	8829	7351	777	10733	10403	6116	10458	862	9657	3630	1746	1033	4522	7958	5614	5093	6852	921	4356	107	3619	6361	7719	8964	190	1716	3445	3760	1127	4193	6221	9715	9704	2926	1402	4640	7099	9596	3240	8650	6771	6652	1714	7153	9065	10313	11002	1196	3676	7719	4290	1355	9199	5975	9569	6780	8827	7072	7781	7532	5135	4879	3634	9522	2702	6225	5125	2746	4643	1717	8810	9461	10845	9668	4135	2520	9612	1855
10	3944	8136	242	4604	4436	2178	2663	9841	8715	900	2817	4127	2719	537	1031	9902	1785	8234	9270	2627	9594	5148	5973	5195	6856	4015	10712	10518	4286	1268	1081	518	2784	7662	438	4332	4496	3937	8833	8498	3673	7825	7093	8050	3061	10589	10000	8788	81	9125	3631	8712	3272	967	6632	5217	10879	801	5716	365	5626	2765	9870	2101	9119	10703	4498	5257	6031	8856	4419	4602	1370	1615	8559	5338	9513	8243	6775	7331	9693	2421	6279	7037	4583	9381	10359	7347	1905	1704	2917	5853	2488	2137	4301	823	5384	1002	2725	4791
11	3762	8728	8795	9120	8227	915	5742	5070	7633	9141	7058	9021	6940	4724	7962	8638	4227	8642	2297	9721	6154	2257	1148	9965	2079	2699	10828	1866	7175	3442	3204	17	7787	8990	10154	8475	5583	5089	1944	8403	4294	7820	7092	5599	8412	5529	10443	9670	10341	6875	6796	5993	7070	9666	1991	4934	8768	8707	335	7310	8751	2686	7287	2246	9021	5640	2811	3875	9959	8021	7034	4327	5275	6152	8909	4151	5747	10674	5786	8335	8477	2382	2574	7701	3842	9353	8718	10092	8899	8967	9472	10184	1449	1523	2789	6632	1665	9452	8011	301
12	769	555	1335	6827	9565	7755	7195	2945	1081	10818	10374	4735	1458	531	5835	6767	1670	10414	2534	3760	7902	2763	2099	468	9308	8788	9578	10513	2263	9957	8734	4226	4458	9681	5112	502	6626	2251	7644	8702	2265	1599	9025	9452	8970	338	3963	7895	6330	10725	3334	7612	3766	9466	6012	10933	9518	4208	2779	8605	3547	269	9034	5107	9753	6571	2178	7706	8431	188	6432	4324	3549	3101	2834	10459	2329	2920	8629	1146	3027	4839	4067	1255	6662	1862	5179	5945	7025	2989	1747	8626	9345	3025	7930	10480	9323	5236	10712	5268
13	1909	6768	4834	123	5996	5037	9982	9917	88	2345	7295	8702	8462	1110	6872	1824	633	625	8841	2011	3462	4041	3423	4156	2345	6320	3002	3625	2133	447	1557	8456	8551	2017	4835	138	5967	4881	8236	9831	5252	2763	7658	5954	1092	5132	5194	6188	5018	123	8064	339	4622	1500	4686	9414	3538	8173	4788	4651	5088	10186	7142	7846	7607	1539	8986	3407	8371	3608	8724	4189	7243	4560	512	9734	9692	4855	7295	6329	8213	4133	5582	1281	1160	6855	6045	2852	1478	4062	8167	8685	6487	6157	710	1926	4287	8976	844	4178
14	5865	470	8120	3249	9957	656	5859	4530	9088	9173	10202	6700	33	9008	4859	9030	7699	8993	6676	2962	10850	4730	5435	3091	1392	10779	6379	741	6126	8274	8947	2536	239	3156	6587	378	4921	9055	9391	5921	5155	4333	1394	7630	8767	7055	1060	6354	1328	9618	6104	10196	5187	6207	2321	3320	4604	9049	1273	6693	4084	9561	8501	2248	10545	3742	8717	9711	8371	7817	5663	4937	7074	3923	7035	5944	4446	3623	7783	149	8190	1689	8635	1523	8690	2000	4621	4779	415	8237	2404	4383	7776	7635	10703	4340	8551	7659	422	6675
15	8957	6710	5123	8210	10085	1368	6576	5858	5140	5963	9103	6590	10623	5967	2267	7067	10904	8411	8482	8417	9529	10038	6267	6890	7481	5689	8559	2666	8524	9796	9083	8335	10353	164	9554	3719	636	8708	2919	1169	3638	3200	6679	560	7977	4998	7734	4474	9560	5191	8933	5349	9605	1400	4157	2861	10680	10140	6126	2030	6462	5538	7736	9746	3013	8073	6928	10409	5596	62	10198	1620	2644	5870	8996	8005	2367	1400	8488	3867	4043	6723	4676	5228	3601	9322	8196	936	9725	603	7132	682	9309	1446	5883	1872	3561	4265	225	8548
16	8382	2821	724	5241	1512	2610	7648	6837	6164	2244	10780	1537	4192	4905	9066	5072	10744	8963	10088	6730	1314	9530	9748	5281	2165	911	3447	2969	2496	8000	9251	7460	865	7937	3974	1400	10409	9726	6759	7480	7123	8604	5777	5648	9921	2231	2896	9681	5514	311	1867	5567	6030	2617	6213	9368	7797	9628	374	4179	3018	7902	4522	2667	8131	2798	8914	9837	5948	2585	10038	1591	11001	3853	5332	1313	9908	4873	10268	11066	2910	7617	10822	1646	3443	10012	3655	7024	7202	9458	3072	2562	10062	10294	4234	5655	1124	5724	2947	905
17	3774	4573	3793	7042	7740	3669	3277	10704	5301	2732	6746	10455	4782	1103	8954	3941	2917	7606	4388	4477	5887	8061	6623	7112	10601	9884	3896	4779	2396	6129	243	3614	8380	8286	7458	888	407	9418	7587	9349	750	1585	7515	3951	1860	2593	10440	7784	1748	7093	2078	858	4786	721	6343	10025	2018	5043	3218	10669	8668	8974	6635	1905	2292	6977	9072	8611	7233	3056	6916	5626	5124	1129	8885	354	7106	8592	10101	1947	6676	3283	3858	9073	4686	3254	2667	10803	4853	3057	2024	2925	8316	1880	1375	2677	3595	6589	9247	9368
18	8402	2625	10665	5040	1289	9913	10492	6550	7885	1609	2842	10127	240	4619	3990	3110	3165	1178	4574	9512	10776	2806	2020	7626	10773	4282	545	1871	6844	6946	7990	7828	2895	1705	3226	2333	6109	3352	3862	5281	8665	3073	4888	10231	7294	1720	3132	6846	10030	2687	3515	1027	4783	1033	2432	4754	4987	4291	4666	5765	4309	8241	1580	1632	3937	1516	231	6553	10967	7564	8007	4903	10936	3853	2464	5607	1668	6093	6313	5551	8061	6027	4074	6398	1014	4551	1659	6768	7741	2248	6153	1619	3955	4888	839	10143	5842	4729	9831	1123
19	8820	1426	7042	9383	4994	7895	9714	1665	2198	8752	1359	228	2029	10075	6215	8286	507	3026	2046	11137	4907	914	2119	9693	4258	9849	4183	9258	4339	7366	6229	8245	94	9968	1576	6353	5912	7087	8470	1179	447	10385	10420	1582	7749	10024	7488	5576	1976	9911	1713	6669	7818	7007	6589	10302	10650	1573	7917	6445	6174	7292	3946	7344	4832	1777	10579	5205	6144	561	10012	7986	8683	8589	10538	2230	4292	4031	6114	6382	4681	9127	8000	817	684	2546	2121	9146	3599	2900	4563	3408	8144	10843	4893	6092	9026	2377	7295	7459
20	8238	1630	2181	4370	4052	7657	7702	2666	4242	7500	3997	8555	6130	2328	7881	906	10190	10415	126	9255	10188	7133	9849	4273	5337	3563	714	3509	8864	6674	5370	9952	972	8127	10533	591	2470	9822	6964	3918	3707	679	1566	9395	4197	3356	9499	2457	3892	6851	10959	1673	7439	5201	3761	3404	4142	4610	9485	7960	5982	8771	4461	10328	3987	8147	2090	1378	5402	8215	549	9675	5374	1979	9368	9168	3059	1850	10087	10829	1403	3442	9884	7292	8600	310	2307	7843	664	9229	2822	4761	10244	10759	5758	6649	11059	4181	8762	3837
21	6100	3222	3601	7254	2076	6739	8836	6309	8447	4624	6236	10969	6347	5875	7079	1737	3176	3776	9667	8856	6015	1879	6677	7590	4579	1583	9130	2438	1959	444	7578	3468	5613	6305	9349	7326	3981	7097	10139	9763	6203	7758	2542	9299	6044	3487	4277	3689	1688	2869	3838	6850	2442	8303	2517	6453	4157	2335	8233	6123	1529	4778	7389	8956	8609	10033	8322	545	1213	9909	7084	690	9126	7611	6437	2707	1890	3862	5441	2886	1511	10778	10351	6902	9248	7048	1361	3399	2900	5584	7324	2500	8802	11007	9086	9140	1366	4873	6958	73
22	7777	4068	6732	4775	1188	6311	5445	7971	1242	6930	2621	5245	1386	2461	4709	9863	5620	6081	1612	10914	136	8398	4731	4285	1326	9065	6188	2158	10495	6633	5814	1383	8954	5453	417	1596	7387	5330	10969	6231	5072	350	3736	3010	6499	8813	7980	2737	7603	2718	7665	8257	5494	11002	8250	9303	4659	1651	8845	10931	3736	2592	10406	1422	4356	10514	401	2974	8483	563	4557	2720	8814	11016	3009	5155	2547	1727	9065	9797	5350	3319	328	9639	9518	458	2153	1189	3794	2238	1882	8048	8285	10904	10857	269	8902	5726	3115	10681
