8	99
8	98
8	96
8	94
8	93
8	92
8	91
8	90
8	89
8	88
8	87
8	85
8	84
8	83
8	82
8	81
8	80
8	79
8	78
8	76
8	75
8	74
8	73
8	72
8	71
8	68
8	65
8	64
8	63
8	62
8	61
8	60
8	59
8	58
8	53
8	52
8	48
8	46
8	45
8	44
8	43
8	42
8	41
8	38
8	37
8	36
8	35
8	34
8	33
8	32
8	30
8	27
8	26
8	25
8	24
8	22
8	20
8	19
8	18
8	17
8	16
8	15
8	14
8	11
8	10
8	9
8	8
8	7
8	2
8	1
32	113
32	112
32	111
32	109
32	108
32	106
32	105
32	103
57	211
57	210
57	206
57	205
57	197
57	192
57	191
57	189
57	184
57	183
57	182
57	177
57	175
57	170
57	169
57	168
57	167
57	166
57	164
57	163
57	157
57	156
57	155
57	153
57	149
57	140
57	139
57	138
57	136
57	135
57	133
57	129
57	127
57	126
57	125
57	124
57	120
57	119
147	302
147	301
147	299
147	297
147	296
147	294
147	293
147	292
147	291
147	289
147	288
147	287
147	286
147	285
147	284
147	283
147	282
147	281
147	280
147	279
147	277
147	276
147	275
147	274
147	273
147	272
147	271
147	270
147	269
147	268
147	267
147	266
147	265
147	264
147	263
147	262
147	260
147	259
147	258
147	257
147	256
147	255
147	254
147	253
147	251
147	250
147	249
147	247
147	246
147	245
147	244
147	243
147	242
147	241
147	240
147	237
147	236
147	235
147	234
147	233
147	232
147	231
147	230
147	228
147	227
147	226
147	225
147	224
147	222
147	221
147	219
147	218
147	217
147	215
147	213
147	212
233	402
233	401
233	400
233	399
233	398
233	397
233	396
233	395
233	393
233	392
233	391
233	390
233	389
233	388
233	387
233	386
233	385
233	384
233	383
233	382
233	380
233	379
233	378
233	376
233	375
233	374
233	371
233	370
233	369
233	368
233	367
233	366
233	365
233	363
233	362
233	361
233	360
233	359
233	358
233	356
233	353
233	352
233	351
233	350
233	349
233	348
233	347
233	346
233	345
233	344
233	342
233	341
233	340
233	339
233	338
233	337
233	336
233	334
233	333
233	332
233	331
233	330
233	329
233	328
233	327
233	326
233	325
233	324
233	323
233	320
233	318
233	317
233	316
233	315
233	314
233	313
233	312
233	311
233	310
233	308
233	307
233	306
233	305
233	304
233	303
242	502
242	501
242	500
242	499
242	498
242	496
242	495
242	494
242	493
242	492
242	491
